date,min,max,normal_min,normal_max,precipitation,precipitation_normal
19631206,59.0,33.0,57.7,39.6,3.87,3.77
19631207,60.0,35.0,57.4,39.4,3.87,3.78
19631208,56.0,30.0,57.2,39.2,3.87,3.79
19631209,59.0,33.0,56.9,39.0,3.87,3.8
19631210,53.0,39.0,56.7,38.8,3.87,3.82
19631211,46.0,33.0,56.6,38.7,3.87,3.83
19631212,48.0,24.0,56.4,38.6,3.87,3.85
19631213,52.0,25.0,56.2,38.5,3.87,3.86
19631214,53.0,27.0,56.1,38.4,3.87,3.88
19631215,55.0,30.0,56.0,38.3,3.87,3.89
19631216,57.0,30.0,55.9,38.2,3.87,3.91
19631217,57.0,30.0,55.9,38.1,3.87,3.93
19631218,59.0,30.0,55.8,38.1,3.87,3.94
19631219,60.0,36.0,55.8,38.1,3.87,3.96
19631220,57.0,33.0,55.8,38.0,3.87,3.98
19631221,57.0,36.0,55.7,38.0,3.87,3.99
19631222,54.0,34.0,55.8,38.0,3.87,4.01
19631223,54.0,27.0,55.8,38.0,3.87,4.03
19631224,58.0,28.0,55.8,38.0,3.87,4.05
19631225,56.0,28.0,55.9,38.1,3.87,4.07
19631226,57.0,27.0,55.9,38.1,3.87,4.09
19631227,63.0,32.0,56.0,38.1,3.87,4.11
19631228,62.0,37.0,56.0,38.2,3.87,4.13
19631229,65.0,38.0,56.1,38.2,3.87,4.15
19631230,57.0,33.0,56.2,38.3,3.87,4.17
19631231,60.0,30.0,56.3,38.3,3.87,4.19
19640101,63.0,32.0,56.4,38.4,0.00,0.02
19640102,66.0,34.0,56.5,38.4,0.00,0.04
19640103,56.0,32.0,56.6,38.5,0.00,0.06
19640104,53.0,29.0,56.7,38.5,0.00,0.08
19640105,51.0,30.0,56.8,38.6,0.00,0.1
19640106,50.0,27.0,56.9,38.7,0.00,0.12
19640107,56.0,28.0,57.0,38.7,0.00,0.14
19640108,45.0,24.0,57.2,38.8,0.00,0.16
19640109,45.0,20.0,57.3,38.9,0.00,0.17
19640110,54.0,21.0,57.4,38.9,0.00,0.19
19640111,46.0,27.0,57.5,39.0,0.00,0.21
19640112,47.0,27.0,57.6,39.1,T,0.23
19640113,46.0,25.0,57.7,39.1,T,0.25
19640114,47.0,25.0,57.8,39.2,T,0.26
19640115,53.0,30.0,57.9,39.3,T,0.28
19640116,50.0,23.0,58.0,39.3,T,0.3
19640117,53.0,25.0,58.1,39.4,T,0.32
19640118,59.0,39.0,58.2,39.5,T,0.33
19640119,59.0,32.0,58.3,39.5,T,0.35
19640120,63.0,34.0,58.4,39.6,T,0.36
19640121,56.0,42.0,58.5,39.7,0.01,0.38
19640122,53.0,38.0,58.6,39.8,0.05,0.39
19640123,51.0,28.0,58.7,39.9,0.05,0.4
19640124,47.0,22.0,58.8,40.0,0.05,0.42
19640125,48.0,27.0,58.9,40.1,0.05,0.43
19640126,58.0,29.0,59.0,40.1,0.05,0.45
19640127,62.0,33.0,59.1,40.3,0.05,0.47
19640128,63.0,32.0,59.3,40.4,0.05,0.48
19640129,61.0,32.0,59.4,40.5,0.05,0.5
19640130,64.0,35.0,59.5,40.6,0.05,0.52
19640131,63.0,33.0,59.6,40.7,0.05,0.54
19640201,65.0,31.0,59.8,40.8,0.05,0.56
19640202,57.0,40.0,59.9,41.0,0.05,0.58
19640203,55.0,29.0,60.1,41.1,0.05,0.6
19640204,56.0,24.0,60.2,41.3,0.05,0.62
19640205,65.0,30.0,60.4,41.4,0.05,0.65
19640206,53.0,32.0,60.5,41.6,0.05,0.67
19640207,55.0,26.0,60.7,41.8,0.05,0.69
19640208,62.0,27.0,60.9,42.0,0.05,0.71
19640209,64.0,31.0,61.1,42.1,0.05,0.74
19640210,68.0,34.0,61.3,42.3,0.05,0.76
19640211,67.0,43.0,61.5,42.5,0.05,0.79
19640212,58.0,32.0,61.7,42.7,0.05,0.82
19640213,55.0,29.0,61.9,42.9,0.05,0.84
19640214,50.0,28.0,62.2,43.2,0.05,0.87
19640215,54.0,23.0,62.4,43.4,0.05,0.9
19640216,52.0,35.0,62.6,43.6,0.07,0.94
19640217,58.0,27.0,62.9,43.8,0.07,0.97
19640218,64.0,43.0,63.2,44.1,0.07,1.0
19640219,71.0,35.0,63.4,44.3,0.07,1.03
19640220,57.0,39.0,63.7,44.5,0.07,1.07
19640221,59.0,27.0,64.0,44.8,0.07,1.1
19640222,63.0,30.0,64.2,45.0,0.07,1.13
19640223,58.0,35.0,64.5,45.2,0.07,1.16
19640224,67.0,29.0,64.8,45.5,0.07,1.19
19640225,53.0,37.0,65.1,45.7,0.07,1.22
19640226,54.0,30.0,65.4,45.9,0.07,1.25
19640227,60.0,25.0,65.7,46.2,0.07,1.27
19640228,64.0,30.0,66.0,46.4,0.07,1.3
19640229,58.0,40.0,66.1,46.5,0.07,1.3
19640301,66.0,33.0,66.3,46.6,0.07,1.32
19640302,61.0,42.0,66.6,46.8,0.07,1.34
19640303,58.0,38.0,66.9,47.0,0.07,1.37
19640304,64.0,29.0,67.2,47.3,0.07,1.39
19640305,71.0,35.0,67.5,47.5,0.07,1.41
19640306,51.0,28.0,67.7,47.7,0.07,1.43
19640307,49.0,34.0,68.0,47.9,0.07,1.45
19640308,54.0,35.0,68.3,48.1,0.07,1.47
19640309,59.0,27.0,68.6,48.3,0.07,1.48
19640310,58.0,39.0,68.9,48.4,0.07,1.5
19640311,68.0,30.0,69.1,48.6,0.07,1.52
19640312,66.0,50.0,69.4,48.8,0.07,1.53
19640313,63.0,46.0,69.7,49.0,0.07,1.55
19640314,62.0,32.0,69.9,49.1,0.07,1.56
19640315,68.0,34.0,70.2,49.3,0.07,1.58
19640316,68.0,48.0,70.4,49.5,0.07,1.59
19640317,74.0,42.0,70.7,49.6,0.07,1.6
19640318,77.0,41.0,70.9,49.8,0.07,1.61
19640319,69.0,36.0,71.2,50.0,0.07,1.62
19640320,64.0,34.0,71.4,50.1,0.07,1.64
19640321,76.0,44.0,71.6,50.3,0.07,1.65
19640322,56.0,41.0,71.9,50.4,0.08,1.66
19640323,48.0,40.0,72.1,50.6,0.09,1.67
19640324,56.0,37.0,72.3,50.7,0.09,1.68
19640325,62.0,31.0,72.6,50.9,0.09,1.69
19640326,71.0,36.0,72.8,51.1,0.09,1.69
19640327,76.0,40.0,73.0,51.2,0.09,1.7
19640328,79.0,44.0,73.2,51.4,0.09,1.71
19640329,81.0,47.0,73.5,51.6,0.09,1.72
19640330,85.0,47.0,73.7,51.8,0.09,1.73
19640331,84.0,56.0,73.9,52.0,0.09,1.74
19640401,67.0,46.0,74.2,52.2,0.12,1.75
19640402,59.0,44.0,74.4,52.4,0.12,1.76
19640403,61.0,48.0,74.6,52.6,0.12,1.76
19640404,68.0,42.0,74.9,52.8,0.12,1.77
19640405,69.0,46.0,75.1,53.0,0.12,1.78
19640406,61.0,40.0,75.4,53.3,0.12,1.79
19640407,67.0,39.0,75.6,53.5,0.12,1.79
19640408,73.0,42.0,75.9,53.7,0.12,1.8
19640409,79.0,46.0,76.2,54.0,0.12,1.81
19640410,80.0,52.0,76.5,54.3,0.12,1.81
19640411,86.0,45.0,76.7,54.5,0.12,1.82
19640412,75.0,52.0,77.0,54.8,0.12,1.82
19640413,81.0,47.0,77.3,55.1,0.12,1.83
19640414,84.0,47.0,77.6,55.4,0.12,1.83
19640415,92.0,50.0,77.9,55.7,0.12,1.84
19640416,89.0,64.0,78.2,56.0,0.12,1.84
19640417,84.0,67.0,78.6,56.3,0.12,1.85
19640418,76.0,58.0,78.9,56.7,0.12,1.85
19640419,64.0,49.0,79.2,57.0,0.12,1.85
19640420,73.0,47.0,79.6,57.3,0.12,1.86
19640421,80.0,46.0,79.9,57.7,0.12,1.86
19640422,82.0,52.0,80.3,58.0,0.12,1.86
19640423,62.0,47.0,80.6,58.4,0.12,1.87
19640424,58.0,41.0,81.0,58.7,0.12,1.87
19640425,66.0,39.0,81.3,59.1,0.12,1.87
19640426,78.0,43.0,81.7,59.4,0.12,1.88
19640427,84.0,52.0,82.1,59.8,0.12,1.88
19640428,81.0,55.0,82.4,60.1,0.12,1.88
19640429,82.0,59.0,82.8,60.5,0.12,1.89
19640430,83.0,58.0,83.2,60.8,0.12,1.89
19640501,76.0,55.0,83.5,61.2,0.12,1.89
19640502,68.0,48.0,83.9,61.5,0.12,1.9
19640503,72.0,40.0,84.3,61.8,0.12,1.9
19640504,67.0,43.0,84.7,62.2,0.12,1.91
19640505,67.0,42.0,85.0,62.5,0.12,1.91
19640506,63.0,43.0,85.4,62.8,0.13,1.91
19640507,62.0,43.0,85.8,63.2,0.16,1.92
19640508,69.0,42.0,86.1,63.5,0.16,1.92
19640509,78.0,46.0,86.5,63.8,0.16,1.93
19640510,86.0,51.0,86.9,64.1,0.16,1.93
19640511,90.0,56.0,87.2,64.4,0.16,1.93
19640512,95.0,60.0,87.6,64.7,0.16,1.94
19640513,92.0,63.0,88.0,65.1,0.16,1.94
19640514,94.0,64.0,88.3,65.3,0.16,1.94
19640515,96.0,59.0,88.7,65.6,0.16,1.95
19640516,92.0,63.0,89.0,65.9,0.16,1.95
19640517,87.0,63.0,89.3,66.2,0.16,1.95
19640518,95.0,57.0,89.7,66.5,0.16,1.96
19640519,100.0,61.0,90.0,66.8,0.16,1.96
19640520,99.0,65.0,90.4,67.1,0.16,1.97
19640521,99.0,64.0,90.7,67.3,0.16,1.97
19640522,96.0,72.0,91.0,67.6,0.16,1.97
19640523,96.0,68.0,91.4,67.9,0.16,1.98
19640524,94.0,72.0,91.7,68.1,0.16,1.98
19640525,90.0,65.0,92.0,68.4,0.16,1.99
19640526,90.0,63.0,92.3,68.7,0.16,1.99
19640527,76.0,57.0,92.7,68.9,0.16,1.99
19640528,85.0,50.0,93.0,69.2,0.16,2.0
19640529,87.0,57.0,93.3,69.5,0.17,2.0
19640530,86.0,64.0,93.6,69.8,0.17,2.01
19640531,91.0,62.0,93.9,70.0,0.17,2.01
19640601,98.0,65.0,94.3,70.3,0.17,2.01
19640602,97.0,70.0,94.6,70.6,0.17,2.02
19640603,94.0,66.0,94.9,70.9,0.17,2.02
19640604,96.0,65.0,95.2,71.2,0.17,2.02
19640605,99.0,66.0,95.5,71.4,0.17,2.02
19640606,96.0,73.0,95.8,71.7,0.17,2.03
19640607,85.0,56.0,96.2,72.0,0.17,2.03
19640608,83.0,52.0,96.5,72.3,0.17,2.03
19640609,77.0,58.0,96.8,72.6,0.17,2.03
19640610,82.0,56.0,97.1,72.9,0.17,2.04
19640611,87.0,55.0,97.4,73.2,0.17,2.04
19640612,93.0,59.0,97.7,73.5,0.17,2.04
19640613,96.0,62.0,98.0,73.8,0.17,2.04
19640614,103.0,69.0,98.4,74.1,0.17,2.05
19640615,103.0,77.0,98.7,74.5,0.17,2.05
19640616,94.0,75.0,99.0,74.8,0.17,2.05
19640617,85.0,67.0,99.3,75.1,0.17,2.05
19640618,93.0,65.0,99.6,75.4,0.17,2.05
19640619,94.0,65.0,99.9,75.7,0.17,2.05
19640620,95.0,70.0,100.2,76.0,0.17,2.06
19640621,98.0,72.0,100.4,76.3,0.17,2.06
19640622,94.0,73.0,100.7,76.6,0.17,2.06
19640623,99.0,62.0,101.0,76.9,0.17,2.06
19640624,105.0,67.0,101.3,77.2,0.17,2.06
19640625,108.0,70.0,101.5,77.5,0.17,2.07
19640626,105.0,73.0,101.8,77.8,0.20,2.07
19640627,100.0,68.0,102.0,78.0,0.20,2.07
19640628,101.0,74.0,102.3,78.3,0.20,2.07
19640629,99.0,73.0,102.5,78.6,0.20,2.08
19640630,102.0,67.0,102.7,78.8,0.20,2.08
19640701,105.0,65.0,102.9,79.1,0.20,2.09
19640702,103.0,76.0,103.1,79.3,0.20,2.09
19640703,103.0,70.0,103.3,79.5,0.20,2.1
19640704,99.0,73.0,103.5,79.7,0.20,2.1
19640705,102.0,66.0,103.6,79.9,0.20,2.11
19640706,105.0,69.0,103.8,80.1,0.20,2.12
19640707,107.0,70.0,103.9,80.3,0.20,2.13
19640708,104.0,76.0,104.0,80.5,0.20,2.14
19640709,99.0,79.0,104.2,80.6,0.20,2.15
19640710,103.0,73.0,104.3,80.8,0.20,2.16
19640711,105.0,79.0,104.3,80.9,0.20,2.17
19640712,110.0,83.0,104.4,81.0,0.22,2.18
19640713,107.0,79.0,104.5,81.1,0.22,2.19
19640714,106.0,79.0,104.5,81.2,0.22,2.21
19640715,102.0,79.0,104.6,81.3,0.22,2.22
19640716,103.0,72.0,104.6,81.3,0.22,2.24
19640717,107.0,75.0,104.6,81.4,0.22,2.25
19640718,109.0,79.0,104.7,81.4,0.22,2.27
19640719,109.0,80.0,104.7,81.5,0.22,2.29
19640720,109.0,80.0,104.6,81.5,0.22,2.3
19640721,108.0,82.0,104.6,81.5,0.22,2.32
19640722,106.0,82.0,104.6,81.5,0.22,2.33
19640723,108.0,82.0,104.6,81.5,0.22,2.35
19640724,109.0,85.0,104.5,81.5,0.22,2.36
19640725,104.0,72.0,104.5,81.5,0.44,2.38
19640726,93.0,73.0,104.4,81.4,0.44,2.39
19640727,99.0,74.0,104.3,81.4,0.44,2.41
19640728,107.0,78.0,104.3,81.4,0.44,2.43
19640729,110.0,82.0,104.2,81.3,0.44,2.45
19640730,103.0,83.0,104.1,81.3,0.44,2.46
19640731,102.0,81.0,104.0,81.2,0.44,2.48
19640801,99.0,78.0,103.9,81.1,0.44,2.49
19640802,99.0,78.0,103.8,81.0,0.44,2.51
19640803,99.0,75.0,103.7,81.0,0.44,2.52
19640804,96.0,76.0,103.6,80.9,0.49,2.53
19640805,96.0,72.0,103.5,80.8,0.49,2.55
19640806,101.0,73.0,103.4,80.7,0.49,2.56
19640807,105.0,77.0,103.3,80.6,0.49,2.57
19640808,109.0,80.0,103.2,80.5,0.49,2.58
19640809,108.0,77.0,103.1,80.4,0.49,2.59
19640810,105.0,85.0,103.0,80.3,0.49,2.6
19640811,100.0,81.0,102.8,80.2,0.49,2.61
19640812,102.0,78.0,102.7,80.0,0.49,2.62
19640813,103.0,75.0,102.6,79.9,0.49,2.63
19640814,102.0,80.0,102.4,79.8,0.49,2.64
19640815,101.0,77.0,102.3,79.7,0.49,2.65
19640816,102.0,72.0,102.2,79.5,0.49,2.66
19640817,104.0,68.0,102.0,79.4,0.49,2.67
19640818,98.0,74.0,101.9,79.2,0.49,2.68
19640819,102.0,73.0,101.7,79.1,0.49,2.69
19640820,95.0,74.0,101.6,78.9,0.49,2.7
19640821,98.0,66.0,101.4,78.8,0.49,2.71
19640822,101.0,67.0,101.3,78.6,0.49,2.73
19640823,107.0,67.0,101.1,78.4,0.49,2.74
19640824,105.0,73.0,100.9,78.2,0.49,2.75
19640825,104.0,80.0,100.7,78.0,0.49,2.75
19640826,101.0,80.0,100.5,77.8,0.49,2.76
19640827,95.0,75.0,100.3,77.6,0.49,2.77
19640828,98.0,74.0,100.1,77.4,0.49,2.78
19640829,93.0,70.0,99.9,77.1,0.49,2.79
19640830,96.0,69.0,99.6,76.9,0.49,2.8
19640831,95.0,68.0,99.4,76.6,0.49,2.81
19640901,84.0,65.0,99.1,76.3,0.49,2.82
19640902,86.0,56.0,98.9,76.1,0.49,2.83
19640903,92.0,56.0,98.6,75.8,0.49,2.84
19640904,98.0,59.0,98.3,75.5,0.49,2.85
19640905,102.0,61.0,98.0,75.2,0.49,2.86
19640906,96.0,74.0,97.7,74.9,0.49,2.87
19640907,97.0,66.0,97.4,74.5,0.49,2.88
19640908,96.0,69.0,97.1,74.2,0.49,2.89
19640909,95.0,68.0,96.7,73.8,0.49,2.9
19640910,98.0,71.0,96.4,73.5,0.49,2.91
19640911,100.0,66.0,96.0,73.1,0.49,2.92
19640912,102.0,68.0,95.7,72.7,0.49,2.93
19640913,99.0,75.0,95.3,72.3,0.49,2.94
19640914,94.0,66.0,94.9,71.9,0.49,2.95
19640915,93.0,61.0,94.5,71.5,0.49,2.96
19640916,94.0,63.0,94.1,71.1,0.49,2.97
19640917,95.0,66.0,93.7,70.7,0.49,2.97
19640918,91.0,72.0,93.3,70.3,0.49,2.98
19640919,87.0,61.0,92.8,69.9,0.49,2.99
19640920,92.0,51.0,92.4,69.4,0.49,3.0
19640921,77.0,61.0,92.0,69.0,0.49,3.0
19640922,87.0,57.0,91.5,68.6,0.49,3.01
19640923,93.0,62.0,91.1,68.1,0.49,3.02
19640924,92.0,62.0,90.6,67.7,0.49,3.03
19640925,91.0,69.0,90.1,67.2,0.49,3.03
19640926,92.0,63.0,89.7,66.8,0.49,3.04
19640927,93.0,61.0,89.2,66.3,0.49,3.04
19640928,94.0,63.0,88.8,65.9,0.49,3.05
19640929,93.0,59.0,88.3,65.5,0.49,3.05
19640930,93.0,57.0,87.8,65.0,0.49,3.06
19641001,94.0,59.0,87.4,64.6,0.49,3.07
19641002,92.0,60.0,86.9,64.1,0.49,3.07
19641003,95.0,60.0,86.4,63.7,0.49,3.08
19641004,97.0,61.0,86.0,63.3,0.49,3.08
19641005,96.0,62.0,85.5,62.9,0.49,3.09
19641006,95.0,60.0,85.1,62.4,0.49,3.1
19641007,96.0,61.0,84.6,62.0,0.49,3.1
19641008,98.0,68.0,84.1,61.6,0.49,3.11
19641009,97.0,65.0,83.7,61.2,0.49,3.12
19641010,94.0,63.0,83.2,60.8,0.49,3.13
19641011,91.0,59.0,82.8,60.4,0.49,3.13
19641012,90.0,59.0,82.3,60.0,0.49,3.14
19641013,90.0,57.0,81.9,59.6,0.49,3.15
19641014,90.0,59.0,81.5,59.2,0.49,3.16
19641015,90.0,59.0,81.0,58.8,0.49,3.16
19641016,84.0,61.0,80.6,58.4,0.49,3.17
19641017,82.0,60.0,80.1,58.0,0.49,3.18
19641018,84.0,59.0,79.7,57.6,0.49,3.19
19641019,83.0,51.0,79.3,57.3,0.49,3.2
19641020,84.0,53.0,78.8,56.9,0.49,3.21
19641021,84.0,51.0,78.4,56.5,0.49,3.22
19641022,86.0,53.0,77.9,56.1,0.49,3.23
19641023,77.0,50.0,77.5,55.8,0.49,3.24
19641024,80.0,48.0,77.1,55.4,0.49,3.25
19641025,80.0,46.0,76.6,55.0,0.49,3.26
19641026,84.0,59.0,76.2,54.6,0.49,3.27
19641027,83.0,52.0,75.7,54.2,0.49,3.28
19641028,78.0,58.0,75.3,53.9,0.49,3.3
19641029,74.0,58.0,74.8,53.5,0.49,3.31
19641030,75.0,47.0,74.3,53.1,0.49,3.32
19641031,74.0,48.0,73.9,52.7,0.49,3.33
19641101,79.0,49.0,73.4,52.3,0.49,3.34
19641102,73.0,49.0,72.9,51.9,0.49,3.35
19641103,70.0,44.0,72.5,51.5,0.49,3.36
19641104,72.0,44.0,72.0,51.1,0.49,3.37
19641105,73.0,39.0,71.5,50.7,0.49,3.39
19641106,73.0,43.0,71.0,50.3,0.49,3.4
19641107,70.0,41.0,70.5,49.9,0.49,3.41
19641108,73.0,49.0,70.0,49.5,0.49,3.42
19641109,71.0,46.0,69.5,49.1,0.50,3.43
19641110,57.0,44.0,69.0,48.7,0.50,3.44
19641111,59.0,36.0,68.5,48.3,0.50,3.46
19641112,66.0,51.0,68.0,47.8,0.50,3.47
19641113,54.0,38.0,67.5,47.4,0.50,3.48
19641114,45.0,30.0,67.0,47.0,0.50,3.49
19641115,47.0,31.0,66.5,46.6,1.02,3.5
19641116,42.0,31.0,66.0,46.2,1.12,3.52
19641117,43.0,31.0,65.5,45.8,1.12,3.53
19641118,48.0,36.0,65.0,45.4,1.12,3.54
19641119,51.0,34.0,64.5,45.0,1.12,3.55
19641120,53.0,30.0,64.0,44.6,1.12,3.56
19641121,58.0,31.0,63.5,44.2,1.12,3.57
19641122,56.0,36.0,63.0,43.8,1.12,3.58
19641123,62.0,34.0,62.5,43.4,1.12,3.6
19641124,57.0,34.0,62.1,43.1,1.12,3.61
19641125,59.0,34.0,61.6,42.7,1.12,3.62
19641126,67.0,42.0,61.2,42.4,1.12,3.64
19641127,63.0,40.0,60.8,42.0,1.12,3.65
19641128,60.0,36.0,60.4,41.7,1.12,3.66
19641129,66.0,37.0,60.0,41.4,1.12,3.68
19641130,68.0,41.0,59.6,41.1,1.12,3.69
19641201,63.0,43.0,59.2,40.8,1.12,3.7
19641202,68.0,42.0,58.9,40.5,1.12,3.71
19641203,60.0,37.0,58.5,40.3,1.12,3.73
19641204,56.0,33.0,58.2,40.0,1.12,3.74
19641205,58.0,42.0,57.9,39.8,1.12,3.75
19641206,55.0,35.0,57.7,39.6,1.12,3.77
19641207,53.0,31.0,57.4,39.4,1.12,3.78
19641208,52.0,29.0,57.2,39.2,1.12,3.79
19641209,60.0,32.0,56.9,39.0,1.12,3.8
19641210,57.0,33.0,56.7,38.8,1.12,3.82
19641211,57.0,34.0,56.6,38.7,1.12,3.83
19641212,55.0,36.0,56.4,38.6,1.12,3.85
19641213,48.0,25.0,56.2,38.5,1.12,3.86
19641214,51.0,22.0,56.1,38.4,1.12,3.88
19641215,51.0,24.0,56.0,38.3,1.12,3.89
19641216,51.0,23.0,55.9,38.2,1.12,3.91
19641217,51.0,25.0,55.9,38.1,1.12,3.93
19641218,44.0,30.0,55.8,38.1,1.12,3.94
19641219,59.0,32.0,55.8,38.1,1.12,3.96
19641220,61.0,43.0,55.8,38.0,1.12,3.98
19641221,58.0,42.0,55.7,38.0,1.12,3.99
19641222,58.0,36.0,55.8,38.0,1.12,4.01
19641223,60.0,41.0,55.8,38.0,1.12,4.03
19641224,64.0,42.0,55.8,38.0,1.12,4.05
19641225,69.0,44.0,55.9,38.1,1.12,4.07
19641226,66.0,38.0,55.9,38.1,1.12,4.09
19641227,66.0,48.0,56.0,38.1,1.12,4.11
19641228,54.0,35.0,56.0,38.2,1.12,4.13
19641229,48.0,25.0,56.1,38.2,1.12,4.15
19641230,49.0,23.0,56.2,38.3,1.12,4.17
19641231,52.0,26.0,56.3,38.3,1.12,4.19
19650101,47.0,29.0,56.4,38.4,0.00,0.02
19650102,46.0,24.0,56.5,38.4,0.00,0.04
19650103,48.0,28.0,56.6,38.5,0.00,0.06
19650104,54.0,26.0,56.7,38.5,0.00,0.08
19650105,54.0,37.0,56.8,38.6,0.00,0.1
19650106,65.0,43.0,56.9,38.7,0.00,0.12
19650107,56.0,40.0,57.0,38.7,T,0.14
19650108,49.0,28.0,57.2,38.8,T,0.16
19650109,49.0,23.0,57.3,38.9,T,0.17
19650110,55.0,27.0,57.4,38.9,T,0.19
19650111,57.0,30.0,57.5,39.0,T,0.21
19650112,61.0,32.0,57.6,39.1,T,0.23
19650113,62.0,32.0,57.7,39.1,T,0.25
19650114,64.0,32.0,57.8,39.2,T,0.26
19650115,67.0,37.0,57.9,39.3,T,0.28
19650116,68.0,42.0,58.0,39.3,T,0.3
19650117,68.0,42.0,58.1,39.4,T,0.32
19650118,66.0,41.0,58.2,39.5,T,0.33
19650119,64.0,39.0,58.3,39.5,0.05,0.35
19650120,56.0,44.0,58.4,39.6,0.05,0.36
19650121,62.0,38.0,58.5,39.7,0.05,0.38
19650122,62.0,39.0,58.6,39.8,0.05,0.39
19650123,67.0,37.0,58.7,39.9,0.05,0.4
19650124,60.0,42.0,58.8,40.0,0.05,0.42
19650125,55.0,33.0,58.9,40.1,0.05,0.43
19650126,54.0,31.0,59.0,40.1,0.05,0.45
19650127,56.0,30.0,59.1,40.3,0.05,0.47
19650128,62.0,29.0,59.3,40.4,0.05,0.48
19650129,68.0,37.0,59.4,40.5,0.05,0.5
19650130,70.0,41.0,59.5,40.6,0.05,0.52
19650131,72.0,40.0,59.6,40.7,0.05,0.54
19650201,67.0,43.0,59.8,40.8,0.05,0.56
19650202,65.0,37.0,59.9,41.0,0.05,0.58
19650203,67.0,38.0,60.1,41.1,0.05,0.6
19650204,66.0,37.0,60.2,41.3,0.05,0.62
19650205,72.0,45.0,60.4,41.4,0.05,0.65
19650206,62.0,40.0,60.5,41.6,0.36,0.67
19650207,53.0,40.0,60.7,41.8,0.50,0.69
19650208,54.0,34.0,60.9,42.0,0.50,0.71
19650209,50.0,34.0,61.1,42.1,0.50,0.74
19650210,51.0,35.0,61.3,42.3,0.50,0.76
19650211,45.0,29.0,61.5,42.5,0.50,0.79
19650212,52.0,22.0,61.7,42.7,0.50,0.82
19650213,53.0,27.0,61.9,42.9,0.50,0.84
19650214,55.0,40.0,62.2,43.2,0.50,0.87
19650215,52.0,33.0,62.4,43.4,0.50,0.9
19650216,54.0,28.0,62.6,43.6,0.50,0.94
19650217,66.0,34.0,62.9,43.8,0.50,0.97
19650218,70.0,38.0,63.2,44.1,0.50,1.0
19650219,70.0,39.0,63.4,44.3,0.50,1.03
19650220,73.0,40.0,63.7,44.5,0.50,1.07
19650221,70.0,41.0,64.0,44.8,0.50,1.1
19650222,75.0,47.0,64.2,45.0,0.50,1.13
19650223,57.0,37.0,64.5,45.2,0.50,1.16
19650224,60.0,32.0,64.8,45.5,0.50,1.19
19650225,66.0,33.0,65.1,45.7,0.50,1.22
19650226,71.0,40.0,65.4,45.9,0.50,1.25
19650227,75.0,46.0,65.7,46.2,0.50,1.27
19650228,66.0,47.0,66.0,46.4,0.50,1.3
19650301,56.0,39.0,66.3,46.6,0.50,1.32
19650302,54.0,33.0,66.6,46.8,0.50,1.34
19650303,55.0,30.0,66.9,47.0,0.50,1.37
19650304,56.0,30.0,67.2,47.3,0.50,1.39
19650305,61.0,30.0,67.5,47.5,0.50,1.41
19650306,65.0,32.0,67.7,47.7,0.50,1.43
19650307,65.0,43.0,68.0,47.9,0.50,1.45
19650308,66.0,38.0,68.3,48.1,0.50,1.47
19650309,69.0,37.0,68.6,48.3,0.50,1.48
19650310,68.0,39.0,68.9,48.4,0.50,1.5
19650311,54.0,43.0,69.1,48.6,1.07,1.52
19650312,55.0,43.0,69.4,48.8,1.07,1.53
19650313,60.0,42.0,69.7,49.0,1.07,1.55
19650314,62.0,38.0,69.9,49.1,1.07,1.56
19650315,63.0,36.0,70.2,49.3,1.15,1.58
19650316,69.0,41.0,70.4,49.5,1.15,1.59
19650317,73.0,43.0,70.7,49.6,1.15,1.6
19650318,61.0,45.0,70.9,49.8,1.15,1.61
19650319,63.0,38.0,71.2,50.0,1.15,1.62
19650320,67.0,35.0,71.4,50.1,1.15,1.64
19650321,72.0,38.0,71.6,50.3,1.15,1.65
19650322,75.0,47.0,71.9,50.4,1.15,1.66
19650323,72.0,47.0,72.1,50.6,1.15,1.67
19650324,65.0,48.0,72.3,50.7,1.15,1.68
19650325,65.0,45.0,72.6,50.9,1.24,1.69
19650326,72.0,47.0,72.8,51.1,1.24,1.69
19650327,73.0,48.0,73.0,51.2,1.24,1.7
19650328,70.0,45.0,73.2,51.4,1.24,1.71
19650329,74.0,46.0,73.5,51.6,1.24,1.72
19650330,77.0,46.0,73.7,51.8,1.24,1.73
19650331,80.0,50.0,73.9,52.0,1.24,1.74
19650401,61.0,49.0,74.2,52.2,1.60,1.75
19650402,63.0,45.0,74.4,52.4,1.61,1.76
19650403,52.0,44.0,74.6,52.6,2.16,1.76
19650404,51.0,45.0,74.9,52.8,2.41,1.77
19650405,59.0,45.0,75.1,53.0,2.41,1.78
19650406,62.0,44.0,75.4,53.3,2.41,1.79
19650407,63.0,46.0,75.6,53.5,2.44,1.79
19650408,56.0,44.0,75.9,53.7,2.57,1.8
19650409,58.0,43.0,76.2,54.0,2.71,1.81
19650410,55.0,40.0,76.5,54.3,2.71,1.81
19650411,54.0,35.0,76.7,54.5,2.71,1.82
19650412,48.0,36.0,77.0,54.8,3.68,1.82
19650413,58.0,35.0,77.3,55.1,3.68,1.83
19650414,65.0,40.0,77.6,55.4,3.68,1.83
19650415,70.0,43.0,77.9,55.7,3.68,1.84
19650416,78.0,46.0,78.2,56.0,3.68,1.84
19650417,81.0,51.0,78.6,56.3,3.68,1.85
19650418,83.0,55.0,78.9,56.7,3.68,1.85
